Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90
297,Solly March,ENG,DF,Brighton,26,21,19,1672,18.6,2,1,2,0.11,0.05,0.16,0.11,0.16,1.7,1.7,1.7,3.4,0.09,0.09,0.18,0.09,0.18
298,Pablo Marí,ESP,DF,Arsenal,26,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Anthony Martial,FRA,FW,Manchester Utd,24,22,17,1480,16.4,4,3,4,0.24,0.18,0.43,0.24,0.43,6.5,6.5,2,8.5,0.4,0.12,0.51,0.4,0.51
300,Martinelli,BRA,FW,Arsenal,19,14,7,589,6.5,2,1,2,0.31,0.15,0.46,0.31,0.46,3.4,3.4,2.1,5.5,0.53,0.32,0.85,0.53,0.85
301,Emiliano Martínez,ARG,GK,Aston Villa,27,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01
302,Arthur Masuaku,COD,DFFW,West Ham,26,12,12,1006,11.2,0,2,0,0,0.18,0.18,0,0.18,0.3,0.3,1.9,2.2,0.03,0.17,0.19,0.03,0.19
303,Juan Mata,ESP,FWMF,Manchester Utd,32,9,6,509,5.7,1,2,0,0.18,0.35,0.53,0,0.35,1.1,0.3,0.8,1.2,0.19,0.15,0.34,0.06,0.21
304,Jean-Philippe Mateta,FRA,FW,Crystal Palace,23,7,2,221,2.5,1,0,1,0.41,0,0.41,0.41,0.41,0.2,0.2,0,0.2,0.08,0.01,0.09,0.08,0.09
305,Nemanja Matić,SRB,MF,Manchester Utd,31,20,12,1106,12.3,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06
306,Joël Matip,CMR,DF,Liverpool,28,10,9,691,7.7,1,2,1,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1,1.7,0.08,0.14,0.22,0.08,0.22
307,Neal Maupay,FRA,FWMF,Brighton,23,33,29,2512,27.9,8,2,5,0.29,0.07,0.36,0.18,0.25,13,9.9,3.6,13.5,0.46,0.13,0.59,0.36,0.48
308,James McArthur,SCO,MF,Crystal Palace,32,18,17,1466,16.3,0,2,0,0,0.12,0.12,0,0.12,0.2,0.2,0.9,1.1,0.01,0.05,0.07,0.01,0.07
309,Oliver McBurnie,SCO,FW,Sheffield Utd,24,23,12,1324,14.7,1,0,1,0.07,0,0.07,0.07,0.07,3.1,3.1,1.1,4.1,0.21,0.07,0.28,0.21,0.28
310,Alex McCarthy,ENG,GK,Southampton,30,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,James McCarthy,IRL,MF,Crystal Palace,29,16,10,821,9.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.03,0.03,0,0.03
312,John McGinn,SCO,MF,Aston Villa,25,37,37,3330,37,3,5,3,0.08,0.14,0.22,0.08,0.22,2.2,2.2,3,5.3,0.06,0.08,0.14,0.06,0.14
313,David McGoldrick,IRL,FWMF,Sheffield Utd,32,35,28,2397,26.6,8,1,8,0.3,0.04,0.34,0.3,0.34,6.9,6.9,1.3,8.2,0.26,0.05,0.31,0.26,0.31
314,Dwight McNeil,ENG,MF,Burnley,20,36,34,3069,34.1,2,5,2,0.06,0.15,0.21,0.06,0.21,1.1,1.1,6.5,7.6,0.03,0.19,0.22,0.03,0.22
315,Scott McTominay,SCO,MF,Manchester Utd,23,32,24,2129,23.7,4,1,4,0.17,0.04,0.21,0.17,0.21,2.1,2.1,0.9,3.1,0.09,0.04,0.13,0.09,0.13
316,Ben Mee,ENG,DF,Burnley,30,30,30,2693,29.9,2,0,2,0.07,0,0.07,0.07,0.07,1.6,1.6,0.3,2,0.06,0.01,0.07,0.06,0.07
317,Hannibal Mejbri,TUN,MF,Manchester Utd,17,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Benjamin Mendy,FRA,DF,Manchester City,26,13,11,953,10.6,2,1,2,0.19,0.09,0.28,0.19,0.28,0.4,0.4,0.4,0.9,0.04,0.04,0.08,0.04,0.08
319,Edouard Mendy,SEN,GK,Chelsea,28,31,31,2745,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Nampalys Mendy,SEN,MF,Leicester City,28,23,15,1459,16.2,0,1,0,0,0.06,0.06,0,0.06,0.1,0.1,0.4,0.4,0.01,0.02,0.03,0.01,0.03
321,Illan Meslier,FRA,GK,Leeds United,20,35,35,3150,35,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
322,Luka Milivojević,SRB,MF,Crystal Palace,29,31,27,2359,26.2,1,1,0,0.04,0.04,0.08,0,0.04,2.3,0.8,1.3,2.1,0.09,0.05,0.14,0.03,0.08
323,James Milner,ENG,MFDF,Liverpool,34,26,11,1070,11.9,0,1,0,0,0.08,0.08,0,0.08,0.4,0.4,1.2,1.7,0.04,0.1,0.14,0.04,0.14
324,Yerry Mina,COL,DF,Everton,25,24,23,1937,21.5,2,0,2,0.09,0,0.09,0.09,0.09,1.3,1.3,0,1.3,0.06,0,0.06,0.06,0.06
325,Takumi Minamino,JPN,MFFW,Liverpool,25,9,2,293,3.3,1,0,1,0.31,0,0.31,0.31,0.31,0.7,0.7,0,0.7,0.2,0,0.2,0.2,0.2
326,Takumi Minamino,JPN,MFFW,Southampton,25,10,9,711,7.9,2,0,2,0.25,0,0.25,0.25,0.25,1.2,1.2,0.5,1.7,0.15,0.07,0.22,0.15,0.22
327,Tyrone Mings,ENG,DF,Aston Villa,27,36,36,3194,35.5,2,2,2,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.6,2.5,0.05,0.02,0.07,0.05,0.07
328,Tyrick Mitchell,ENG,DF,Crystal Palace,20,19,19,1710,19,1,1,1,0.05,0.05,0.11,0.05,0.11,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04
329,Aleksandar Mitrović,SRB,FW,Fulham,25,27,13,1402,15.6,3,3,2,0.19,0.19,0.39,0.13,0.32,6.5,5,2.6,7.6,0.42,0.17,0.59,0.32,0.49
330,Jakub Moder,POL,DFMF,Brighton,21,12,7,647,7.2,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1,0.12,0.02,0.14,0.12,0.14
331,Jayson Molumby,IRL,MF,Brighton,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Wesley Moraes,BRA,MFFW,Aston Villa,23,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12
333,Wes Morgan,JAM,DF,Leicester City,36,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Mason Mount,ENG,MFFW,Chelsea,21,36,32,2890,32.1,6,5,5,0.19,0.16,0.34,0.16,0.31,6.8,6,7.8,13.8,0.21,0.24,0.45,0.19,0.43
335,Lucas Moura,BRA,FWMF,Tottenham,27,30,14,1411,15.7,3,4,3,0.19,0.26,0.45,0.19,0.45,2.2,2.2,2.3,4.5,0.14,0.14,0.29,0.14,0.29
336,Lys Mousset,FRA,FWMF,Sheffield Utd,24,11,2,296,3.3,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.1,0.22,0.1,0.32,0.22,0.32
337,João Moutinho,POR,MF,Wolves,33,33,28,2528,28.1,1,1,1,0.04,0.04,0.07,0.04,0.07,0.7,0.7,2.6,3.3,0.02,0.09,0.12,0.02,0.12
338,Joel Mumbongo,SWE,FW,Burnley,21,4,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Jacob Murphy,ENG,DFMF,Newcastle Utd,25,26,17,1626,18.1,2,3,2,0.11,0.17,0.28,0.11,0.28,1.2,1.2,2.4,3.6,0.07,0.13,0.2,0.07,0.2
340,Shkodran Mustafi,GER,DF,Arsenal,28,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Marvelous Nakamba,ZIM,MF,Aston Villa,26,13,9,749,8.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.01,0,0.01
342,Iliman Ndiaye,FRA,MF,Sheffield Utd,21,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Wilfred Ndidi,NGA,MFDF,Leicester City,23,26,25,2176,24.2,1,4,1,0.04,0.17,0.21,0.04,0.21,0.8,0.8,1.5,2.2,0.03,0.06,0.09,0.03,0.09
344,Tanguy Ndombele,FRA,MF,Tottenham,23,33,28,2091,23.2,3,2,3,0.13,0.09,0.22,0.13,0.22,1.4,1.4,2.4,3.8,0.06,0.1,0.16,0.06,0.16
345,Reiss Nelson,ENG,FW,Arsenal,20,2,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
346,Pedro Neto,POR,FWMF,Wolves,20,31,30,2550,28.3,5,6,5,0.18,0.21,0.39,0.18,0.39,4.8,4.8,6.2,11,0.17,0.22,0.39,0.17,0.39
347,Rúben Neves,POR,MF,Wolves,23,36,31,2675,29.7,5,1,2,0.17,0.03,0.2,0.07,0.1,5.1,2.9,2.1,5,0.17,0.07,0.24,0.1,0.17
348,Eddie Nketiah,ENG,FW,Arsenal,21,17,4,423,4.7,2,1,2,0.43,0.21,0.64,0.43,0.64,2.4,2.4,0.8,3.3,0.52,0.18,0.7,0.52,0.7
349,Niels Nkounkou,FRA,DFFW,Everton,19,2,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
350,Dan Nlundulu,ENG,FW,Southampton,21,13,0,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.08,0.02,0.1,0.08,0.1
351,Mark Noble,ENG,MF,West Ham,33,21,8,712,7.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.03,0.03,0,0.03
352,Will Norris,ENG,GK,Burnley,26,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.04,0,0.04
353,Oliver Norwood,NIR,MF,Sheffield Utd,29,32,26,2220,24.7,0,0,0,0,0,0,0,0,0.5,0.5,1.7,2.1,0.02,0.07,0.09,0.02,0.09
354,Jack O'Connell,ENG,DF,Sheffield Utd,26,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Dara O'Shea,IRL,DF,West Brom,21,28,25,2102,23.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.01,0.01,0.01,0.01,0.01
356,Michael Obafemi,IRL,FW,Southampton,20,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.16,0.16,0,0.16
357,Denis Odoi,BEL,DF,Fulham,32,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05
358,Angelo Ogbonna,ITA,DF,West Ham,32,28,28,2492,27.7,3,0,3,0.11,0,0.11,0.11,0.11,1.5,1.5,1,2.5,0.05,0.04,0.09,0.05,0.09
359,Robin Olsen,SWE,GK,Everton,30,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Josh Onomah,ENG,MF,Fulham,23,11,4,374,4.2,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.15,0.01,0.17,0.15,0.17
361,Divock Origi,BEL,FW,Liverpool,25,9,2,186,2.1,0,0,0,0,0,0,0,0,1,1,0.2,1.2,0.47,0.11,0.58,0.47,0.58
362,Ben Osborn,ENG,MFDF,Sheffield Utd,25,24,17,1604,17.8,1,0,1,0.06,0,0.06,0.06,0.06,1.2,1.2,2.1,3.3,0.07,0.12,0.19,0.07,0.19
363,Owen Otasowie,USA,MFFW,Wolves,19,6,2,187,2.1,0,1,0,0,0.48,0.48,0,0.48,0.6,0.6,0.1,0.7,0.27,0.07,0.34,0.27,0.34
364,Alex Oxlade-Chamberlain,ENG,FWMF,Liverpool,26,13,2,253,2.8,1,1,1,0.36,0.36,0.71,0.36,0.71,0.4,0.4,0.2,0.6,0.13,0.08,0.21,0.13,0.21
365,Emerson Palmieri,ITA,DF,Chelsea,25,2,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Thomas Partey,GHA,MF,Arsenal,27,24,18,1534,17,0,2,0,0,0.12,0.12,0,0.12,1.3,1.3,1,2.3,0.08,0.06,0.14,0.08,0.14
367,Rui Patrício,POR,GK,Wolves,32,37,37,3329,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Bailey Peacock-Farrell,NIR,GK,Burnley,23,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Lee Peltier,ENG,DF,West Brom,33,4,3,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Nicolas Pépé,CIV,FW,Arsenal,25,29,16,1616,18,10,1,9,0.56,0.06,0.61,0.5,0.56,7,6.2,0.9,7.1,0.39,0.05,0.44,0.35,0.39
371,Matheus Pereira,BRA,MFFW,West Brom,24,33,30,2577,28.6,11,6,7,0.38,0.21,0.59,0.24,0.45,7.2,4.1,5.4,9.5,0.25,0.19,0.44,0.14,0.33
372,Ricardo Pereira,POR,DF,Leicester City,26,15,10,959,10.7,0,1,0,0,0.09,0.09,0,0.09,0.4,0.4,0.5,0.9,0.04,0.05,0.09,0.04,0.09
373,Ayoze Pérez,ESP,MFFW,Leicester City,27,25,15,1331,14.8,2,1,2,0.14,0.07,0.2,0.14,0.2,3.2,3.2,1.3,4.5,0.22,0.08,0.3,0.22,0.3
374,Kalvin Phillips,ENG,MF,Leeds United,24,29,28,2428,27,1,2,1,0.04,0.07,0.11,0.04,0.11,0.4,0.4,3.8,4.1,0.01,0.14,0.15,0.01,0.15
375,Matt Phillips,SCO,MFFW,West Brom,29,33,20,1828,20.3,2,1,2,0.1,0.05,0.15,0.1,0.15,2.5,2.5,3.1,5.6,0.12,0.15,0.27,0.12,0.27
376,Nathaniel Phillips,ENG,DF,Liverpool,23,17,15,1456,16.2,1,1,1,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.4,1.5,0.07,0.02,0.09,0.07,0.09
377,Jaden Philogene Bidace,ENG,FW,Aston Villa,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Jordan Pickford,ENG,GK,Everton,26,31,31,2742,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Erik Pieters,NED,DFMF,Burnley,31,20,13,1266,14.1,0,1,0,0,0.07,0.07,0,0.07,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05
380,Daniel Podence,POR,MFFW,Wolves,24,24,22,1661,18.5,3,2,3,0.16,0.11,0.27,0.16,0.27,3.1,3.1,1.9,5,0.17,0.1,0.27,0.17,0.27
381,Paul Pogba,FRA,MFFW,Manchester Utd,27,26,21,1897,21.1,3,3,3,0.14,0.14,0.28,0.14,0.28,2.1,2.1,2.1,4.2,0.1,0.1,0.2,0.1,0.2
382,Nick Pope,ENG,GK,Burnley,28,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.01,0.01,0,0.01
383,Dennis Praet,BEL,MFFW,Leicester City,26,15,10,718,8,1,1,1,0.13,0.13,0.25,0.13,0.25,0.5,0.5,0.8,1.3,0.07,0.1,0.16,0.07,0.16
384,Davy Pröpper,NED,MF,Brighton,28,7,2,213,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
385,Christian Pulisic,USA,FWMF,Chelsea,21,27,18,1738,19.3,4,2,4,0.21,0.1,0.31,0.21,0.31,5.4,5.4,2.8,8.2,0.28,0.14,0.43,0.28,0.43
386,Aaron Ramsdale,ENG,GK,Sheffield Utd,22,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0
387,Jacob Ramsey,ENG,MF,Aston Villa,19,22,6,626,7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.07,0.04,0.11,0.07,0.11
388,Kayne Ramsey,ENG,DF,Southampton,19,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Darren Randolph,IRL,GK,West Ham,33,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Marcus Rashford,ENG,FW,Manchester Utd,22,37,33,2920,32.4,11,9,11,0.34,0.28,0.62,0.34,0.62,9.3,9.3,3.6,12.9,0.29,0.11,0.4,0.29,0.4
391,Tim Ream,USA,DF,Fulham,32,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Nathan Redmond,ENG,MFFW,Southampton,26,29,17,1738,19.3,2,3,2,0.1,0.16,0.26,0.1,0.26,3.3,3.3,3.3,6.6,0.17,0.17,0.34,0.17,0.34
393,Harrison Reed,ENG,MF,Fulham,25,31,26,2247,25,0,2,0,0,0.08,0.08,0,0.08,0.3,0.3,1.4,1.8,0.01,0.06,0.07,0.01,0.07
394,Sergio Reguilón,ESP,DF,Tottenham,23,27,26,2244,24.9,0,3,0,0,0.12,0.12,0,0.12,1.6,1.6,1.7,3.2,0.06,0.07,0.13,0.06,0.13
395,Bobby Reid,JAM,MFDF,Fulham,27,33,28,2372,26.4,5,2,5,0.19,0.08,0.27,0.19,0.27,4.8,4.8,1.4,6.2,0.18,0.05,0.23,0.18,0.23
396,Declan Rice,ENG,MF,West Ham,21,32,32,2879,32,2,1,1,0.06,0.03,0.09,0.03,0.06,3,1.5,2.1,3.5,0.09,0.06,0.16,0.05,0.11
397,Lewis Richardson,ENG,FWMF,Burnley,17,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Richarlison,BRA,FW,Everton,23,34,33,2861,31.8,7,3,6,0.22,0.09,0.31,0.19,0.28,11.5,10.7,3.2,13.8,0.36,0.1,0.46,0.34,0.44
399,Jaïro Riedewald,NED,MF,Crystal Palace,23,33,19,1820,20.2,2,0,2,0.1,0,0.1,0.1,0.1,0.7,0.7,1,1.6,0.03,0.05,0.08,0.03,0.08
400,Matt Ritchie,SCO,DFMF,Newcastle Utd,30,18,15,1350,15,0,2,0,0,0.13,0.13,0,0.13,0.4,0.4,1.5,1.9,0.03,0.1,0.13,0.03,0.13
401,Tyler Roberts,WAL,MFFW,Leeds United,21,27,14,1340,14.9,1,2,1,0.07,0.13,0.2,0.07,0.2,2.1,2.1,1.8,3.8,0.14,0.12,0.26,0.14,0.26
402,Andrew Robertson,SCO,DF,Liverpool,26,38,38,3383,37.6,1,7,1,0.03,0.19,0.21,0.03,0.21,1.4,1.4,6.9,8.2,0.04,0.18,0.22,0.04,0.22
403,Antonee Robinson,USA,DF,Fulham,22,28,24,2162,24,0,0,0,0,0,0,0,0,0.6,0.6,1.6,2.2,0.02,0.07,0.09,0.02,0.09
404,Callum Robinson,IRL,FWMF,West Brom,25,28,20,1560,17.3,5,0,5,0.29,0,0.29,0.29,0.29,3.1,3.1,0.8,3.9,0.18,0.05,0.22,0.18,0.22
405,Jack Robinson,ENG,DF,Sheffield Utd,26,11,9,877,9.7,0,1,0,0,0.1,0.1,0,0.1,0.4,0.4,0.9,1.2,0.04,0.09,0.13,0.04,0.13
406,Hal Robson-Kanu,WAL,FW,West Brom,31,19,2,561,6.2,2,0,2,0.32,0,0.32,0.32,0.32,1.5,1.5,0.4,1.9,0.24,0.06,0.3,0.24,0.3
407,Marek Rodák,SVK,GK,Fulham,23,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Joe Rodon,WAL,DF,Tottenham,22,12,8,733,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Rodri,ESP,MF,Manchester City,24,34,31,2748,30.5,2,2,1,0.07,0.07,0.13,0.03,0.1,2.5,1.7,1.7,3.4,0.08,0.06,0.14,0.06,0.11
410,Rodrigo,ESP,MFFW,Leeds United,29,26,14,1288,14.3,7,2,7,0.49,0.14,0.63,0.49,0.63,6.3,6.3,2.4,8.6,0.44,0.17,0.6,0.44,0.6
411,James Rodríguez,COL,FWMF,Everton,29,23,21,1764,19.6,6,4,6,0.31,0.2,0.51,0.31,0.51,3.4,3.4,5.4,8.8,0.17,0.28,0.45,0.17,0.45
412,Jay Rodriguez,ENG,FWMF,Burnley,31,31,12,1265,14.1,1,2,1,0.07,0.14,0.21,0.07,0.21,2.6,2.6,1.7,4.3,0.18,0.12,0.31,0.18,0.31
413,Oriol Romeu,ESP,MF,Southampton,28,21,20,1763,19.6,1,1,1,0.05,0.05,0.1,0.05,0.1,0.4,0.4,1.1,1.5,0.02,0.05,0.08,0.02,0.08
414,John Ruddy,ENG,GK,Wolves,33,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Antonio Rüdiger,GER,DF,Chelsea,27,19,19,1710,19,1,0,1,0.05,0,0.05,0.05,0.05,1.1,1.1,0.3,1.4,0.06,0.02,0.08,0.06,0.08
416,Mathew Ryan,AUS,GK,Brighton,28,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Mathew Ryan,AUS,GK,Arsenal,28,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Allan Saint-Maximin,FRA,FWMF,Newcastle Utd,23,25,19,1560,17.3,3,4,3,0.17,0.23,0.4,0.17,0.4,2.6,2.6,3.3,5.9,0.15,0.19,0.34,0.15,0.34
419,Romain Saïss,MAR,DF,Wolves,30,27,27,2407,26.7,3,0,3,0.11,0,0.11,0.11,0.11,3.5,3.5,0.3,3.8,0.13,0.01,0.14,0.13,0.14
420,Bukayo Saka,ENG,FWDF,Arsenal,18,32,30,2553,28.4,5,3,5,0.18,0.11,0.28,0.18,0.28,6.9,6.9,4.7,11.6,0.24,0.17,0.41,0.24,0.41
421,Mamadou Sakho,FRA,DF,Crystal Palace,30,4,3,276,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
422,Mohamed Salah,EGY,FW,Liverpool,28,37,34,3078,34.2,22,5,16,0.64,0.15,0.79,0.47,0.61,20.9,16.4,6.3,22.6,0.61,0.18,0.79,0.48,0.66
423,Mohammed Salisu,GHA,DF,Southampton,21,12,8,844,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.04,0,0.05,0.04,0.05
424,Davinson Sánchez,COL,DF,Tottenham,24,18,17,1486,16.5,0,0,0,0,0,0,0,0,1.1,1.1,0,1.1,0.07,0,0.07,0.07,0.07
425,Robert Sánchez,ESP,GK,Brighton,22,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Morgan Sanson,FRA,MF,Aston Villa,25,9,3,294,3.3,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.01,0.04,0.05,0.01,0.05
427,Romaine Sawyers,SKN,MF,West Brom,28,19,17,1487,16.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03
428,Dane Scarlett,ENG,FW,Tottenham,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Fabian Schär,SUI,DF,Newcastle Utd,28,18,13,1246,13.8,1,0,0,0.07,0,0.07,0,0,1.2,0.4,0,0.4,0.08,0,0.09,0.03,0.03
430,Jeffrey Schlupp,GHA,MF,Crystal Palace,27,27,15,1428,15.9,2,3,2,0.13,0.19,0.32,0.13,0.32,1.6,1.6,1.7,3.3,0.1,0.11,0.21,0.1,0.21
431,Kasper Schmeichel,DEN,GK,Leicester City,33,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Nélson Semedo,POR,DF,Wolves,26,34,34,2983,33.1,1,1,1,0.03,0.03,0.06,0.03,0.06,1.9,1.9,1.1,3,0.06,0.03,0.09,0.06,0.09
433,Femi Seriki,ENG,DF,Sheffield Utd,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Jamie Shackleton,ENG,MFDF,Leeds United,20,13,3,461,5.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05
435,Xherdan Shaqiri,SUI,MFFW,Liverpool,28,14,5,556,6.2,0,2,0,0,0.32,0.32,0,0.32,0.4,0.4,3,3.4,0.06,0.49,0.55,0.06,0.55
436,Billy Sharp,ENG,FW,Sheffield Utd,34,16,7,735,8.2,3,0,1,0.37,0,0.37,0.12,0.12,2.7,1.2,0.6,1.8,0.33,0.07,0.4,0.15,0.22
437,Luke Shaw,ENG,DF,Manchester Utd,25,32,30,2654,29.5,1,5,1,0.03,0.17,0.2,0.03,0.2,0.7,0.7,5.2,5.9,0.02,0.18,0.2,0.02,0.2
438,Jonjo Shelvey,ENG,MF,Newcastle Utd,28,30,29,2617,29.1,1,3,1,0.03,0.1,0.14,0.03,0.14,2.5,2.5,2.7,5.2,0.08,0.09,0.18,0.08,0.18
439,Shola Shoretire,ENG,FW,Manchester Utd,16,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Gylfi Sigurðsson,ISL,MF,Everton,30,36,24,2253,25,6,5,3,0.24,0.2,0.44,0.12,0.32,6.8,3.8,5,8.8,0.27,0.2,0.47,0.15,0.35
441,Bernardo Silva,POR,MFFW,Manchester City,25,26,24,2065,22.9,2,6,2,0.09,0.26,0.35,0.09,0.35,2.8,2.8,3.7,6.5,0.12,0.16,0.28,0.12,0.28
442,Fábio Silva,POR,FW,Wolves,18,32,11,1369,15.2,4,3,3,0.26,0.2,0.46,0.2,0.39,6,5.3,0.5,5.8,0.4,0.04,0.43,0.35,0.38
443,Thiago Silva,BRA,DF,Chelsea,35,23,23,1935,21.5,2,0,2,0.09,0,0.09,0.09,0.09,1.1,1.1,0.3,1.5,0.05,0.02,0.07,0.05,0.07
444,Moussa Sissoko,FRA,MF,Tottenham,30,25,15,1585,17.6,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05
445,Islam Slimani,ALG,FW,Leicester City,32,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.19,0.13,0.32,0.19,0.32
446,William Smallbone,IRL,MF,Southampton,20,3,2,172,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
447,Emile Smith-Rowe,ENG,MFFW,Arsenal,20,20,18,1440,16,2,4,2,0.12,0.25,0.37,0.12,0.37,2,2,3,5,0.13,0.18,0.31,0.13,0.31
448,Robert Snodgrass,SCO,FWDF,West Ham,32,3,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Robert Snodgrass,SCO,MFFW,West Brom,32,8,6,526,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09
450,Cédric Soares,POR,DF,Arsenal,28,10,8,746,8.3,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.9,1.1,0.03,0.11,0.13,0.03,0.13
451,Tomáš Souček,CZE,MF,West Ham,25,38,38,3419,38,10,1,10,0.26,0.03,0.29,0.26,0.29,9.2,9.2,1.5,10.7,0.24,0.04,0.28,0.24,0.28
452,Çağlar Söyüncü,TUR,DF,Leicester City,24,23,19,1819,20.2,1,0,1,0.05,0,0.05,0.05,0.05,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04
